"Type","Level","Offset","Size","Field Type","Field Name","Elt Type","Comment"
"entity_activity_statistics","4","0x7fb4","0x4","int32_t","recent_jobs[MakeInstrument].by_material[SILVER]","",""
"entity_activity_statistics","4","0x7fb8","0x4","int32_t","recent_jobs[MakeInstrument].by_material[COPPER]","",""
"entity_activity_statistics","4","0x7fbc","0x4","int32_t","recent_jobs[MakeInstrument].by_material[GEM_ORNAMENTAL]","",""
"entity_activity_statistics","4","0x7fc0","0x4","int32_t","recent_jobs[MakeInstrument].by_material[GEM_SEMI]","",""
"entity_activity_statistics","4","0x7fc4","0x4","int32_t","recent_jobs[MakeInstrument].by_material[GEM_PRECIOUS]","",""
"entity_activity_statistics","4","0x7fc8","0x4","int32_t","recent_jobs[MakeInstrument].by_material[GEM_RARE]","",""
"entity_activity_statistics","4","0x7fcc","0x4","int32_t","recent_jobs[MakeInstrument].by_material[BONE]","",""
"entity_activity_statistics","4","0x7fd0","0x4","int32_t","recent_jobs[MakeInstrument].by_material[IVORY]","",""
"entity_activity_statistics","4","0x7fd4","0x4","int32_t","recent_jobs[MakeInstrument].by_material[JADE]","",""
"entity_activity_statistics","4","0x7fd8","0x4","int32_t","recent_jobs[MakeInstrument].by_material[HORN]","",""
"entity_activity_statistics","4","0x7fdc","0x4","int32_t","recent_jobs[MakeInstrument].by_material[AMBER]","",""
"entity_activity_statistics","4","0x7fe0","0x4","int32_t","recent_jobs[MakeInstrument].by_material[CORAL]","",""
"entity_activity_statistics","4","0x7fe4","0x4","int32_t","recent_jobs[MakeInstrument].by_material[PEARL]","",""
"entity_activity_statistics","4","0x7fe8","0x4","int32_t","recent_jobs[MakeInstrument].by_material[SHELL]","",""
"entity_activity_statistics","4","0x7fec","0x4","int32_t","recent_jobs[MakeInstrument].by_material[LEATHER]","",""
"entity_activity_statistics","4","0x7ff0","0x4","int32_t","recent_jobs[MakeInstrument].by_material[ADAMANTINE]","",""
"entity_activity_statistics","4","0x7ff4","0x4","int32_t","recent_jobs[MakeInstrument].by_material[SILK]","",""
"entity_activity_statistics","4","0x7ff8","0x4","int32_t","recent_jobs[MakeInstrument].by_material[PLANT]","",""
"entity_activity_statistics","4","0x7ffc","0x4","int32_t","recent_jobs[MakeInstrument].by_material[GLASS_GREEN]","",""
"entity_activity_statistics","4","0x8000","0x4","int32_t","recent_jobs[MakeInstrument].by_material[GLASS_CLEAR]","",""
"entity_activity_statistics","4","0x8004","0x4","int32_t","recent_jobs[MakeInstrument].by_material[GLASS_CRYSTAL]","",""
"entity_activity_statistics","4","0x8008","0x4","int32_t","recent_jobs[MakeInstrument].by_material[SAND]","",""
"entity_activity_statistics","4","0x800c","0x4","int32_t","recent_jobs[MakeInstrument].by_material[WATER]","",""
"entity_activity_statistics","4","0x8010","0x4","int32_t","recent_jobs[MakeInstrument].by_material[ZINC]","",""
"entity_activity_statistics","4","0x8014","0x4","int32_t","recent_jobs[MakeInstrument].by_material[TIN]","",""
"entity_activity_statistics","4","0x8018","0x4","int32_t","recent_jobs[MakeInstrument].by_material[COAL]","",""
"entity_activity_statistics","4","0x801c","0x4","int32_t","recent_jobs[MakeInstrument].by_material[BRONZE]","",""
"entity_activity_statistics","4","0x8020","0x4","int32_t","recent_jobs[MakeInstrument].by_material[BRASS]","",""
"entity_activity_statistics","4","0x8024","0x4","int32_t","recent_jobs[MakeInstrument].by_material[STEEL]","",""
"entity_activity_statistics","4","0x8028","0x4","int32_t","recent_jobs[MakeInstrument].by_material[PIGIRON]","",""
"entity_activity_statistics","4","0x802c","0x4","int32_t","recent_jobs[MakeInstrument].by_material[PLATINUM]","",""
"entity_activity_statistics","4","0x8030","0x4","int32_t","recent_jobs[MakeInstrument].by_material[ELECTRUM]","",""
"entity_activity_statistics","4","0x8034","0x4","int32_t","recent_jobs[MakeInstrument].by_material[POTASH]","",""
"entity_activity_statistics","4","0x8038","0x4","int32_t","recent_jobs[MakeInstrument].by_material[ASH]","",""
"entity_activity_statistics","4","0x803c","0x4","int32_t","recent_jobs[MakeInstrument].by_material[PEARLASH]","",""
"entity_activity_statistics","4","0x8040","0x4","int32_t","recent_jobs[MakeInstrument].by_material[LYE]","",""
"entity_activity_statistics","4","0x8044","0x4","int32_t","recent_jobs[MakeInstrument].by_material[RENDERED_FAT]","",""
"entity_activity_statistics","4","0x8048","0x4","int32_t","recent_jobs[MakeInstrument].by_material[SOAP_ANIMAL]","",""
"entity_activity_statistics","4","0x804c","0x4","int32_t","recent_jobs[MakeInstrument].by_material[FAT]","",""
"entity_activity_statistics","4","0x8050","0x4","int32_t","recent_jobs[MakeInstrument].by_material[MUD]","",""
"entity_activity_statistics","4","0x8054","0x4","int32_t","recent_jobs[MakeInstrument].by_material[VOMIT]","",""
"entity_activity_statistics","4","0x8058","0x4","int32_t","recent_jobs[MakeInstrument].by_material[BLOOD]","",""
"entity_activity_statistics","4","0x805c","0x4","int32_t","recent_jobs[MakeInstrument].by_material[SLIME]","",""
"entity_activity_statistics","4","0x8060","0x4","int32_t","recent_jobs[MakeInstrument].by_material[49]","",""
"entity_activity_statistics","4","0x8064","0x4","int32_t","recent_jobs[MakeInstrument].by_material[50]","",""
"entity_activity_statistics","4","0x8068","0x4","int32_t","recent_jobs[MakeInstrument].by_material[51]","",""
"entity_activity_statistics","4","0x806c","0x4","int32_t","recent_jobs[MakeInstrument].by_material[52]","",""
"entity_activity_statistics","4","0x8070","0x4","int32_t","recent_jobs[MakeInstrument].by_material[53]","",""
"entity_activity_statistics","4","0x8074","0x4","int32_t","recent_jobs[MakeInstrument].by_material[54]","",""
"entity_activity_statistics","4","0x8078","0x4","int32_t","recent_jobs[MakeInstrument].by_material[55]","",""
"entity_activity_statistics","4","0x807c","0x4","int32_t","recent_jobs[MakeInstrument].by_material[56]","",""
"entity_activity_statistics","4","0x8080","0x4","int32_t","recent_jobs[MakeInstrument].by_material[57]","",""
"entity_activity_statistics","4","0x8084","0x4","int32_t","recent_jobs[MakeInstrument].by_material[58]","",""
"entity_activity_statistics","4","0x8088","0x4","int32_t","recent_jobs[MakeInstrument].by_material[59]","",""
"entity_activity_statistics","4","0x808c","0x4","int32_t","recent_jobs[MakeInstrument].by_material[60]","",""
"entity_activity_statistics","4","0x8090","0x4","int32_t","recent_jobs[MakeInstrument].by_material[61]","",""
"entity_activity_statistics","4","0x8094","0x4","int32_t","recent_jobs[MakeInstrument].by_material[62]","",""
"entity_activity_statistics","4","0x8098","0x4","int32_t","recent_jobs[MakeInstrument].by_material[63]","",""
"entity_activity_statistics","3","0x809c","0x4","int32_t","recent_jobs[MakeInstrument].no_material","",""
"entity_activity_statistics","3","0x80a0","0x4","int32_t","recent_jobs[MakeInstrument].total","",""
"entity_activity_statistics","3","0x80a4","0x100","static-array","recent_jobs[MakeToy].by_material","int32_t",""
"entity_activity_statistics","4","0x80a4","0x4","int32_t","recent_jobs[MakeToy].by_material[WOOD]","",""
"entity_activity_statistics","4","0x80a8","0x4","int32_t","recent_jobs[MakeToy].by_material[STONE_GRAY]","",""
"entity_activity_statistics","4","0x80ac","0x4","int32_t","recent_jobs[MakeToy].by_material[STONE_LIGHT]","",""
"entity_activity_statistics","4","0x80b0","0x4","int32_t","recent_jobs[MakeToy].by_material[STONE_DARK]","",""
"entity_activity_statistics","4","0x80b4","0x4","int32_t","recent_jobs[MakeToy].by_material[GOLD]","",""
"entity_activity_statistics","4","0x80b8","0x4","int32_t","recent_jobs[MakeToy].by_material[IRON]","",""
"entity_activity_statistics","4","0x80bc","0x4","int32_t","recent_jobs[MakeToy].by_material[SILVER]","",""
"entity_activity_statistics","4","0x80c0","0x4","int32_t","recent_jobs[MakeToy].by_material[COPPER]","",""
"entity_activity_statistics","4","0x80c4","0x4","int32_t","recent_jobs[MakeToy].by_material[GEM_ORNAMENTAL]","",""
"entity_activity_statistics","4","0x80c8","0x4","int32_t","recent_jobs[MakeToy].by_material[GEM_SEMI]","",""
"entity_activity_statistics","4","0x80cc","0x4","int32_t","recent_jobs[MakeToy].by_material[GEM_PRECIOUS]","",""
"entity_activity_statistics","4","0x80d0","0x4","int32_t","recent_jobs[MakeToy].by_material[GEM_RARE]","",""
"entity_activity_statistics","4","0x80d4","0x4","int32_t","recent_jobs[MakeToy].by_material[BONE]","",""
"entity_activity_statistics","4","0x80d8","0x4","int32_t","recent_jobs[MakeToy].by_material[IVORY]","",""
"entity_activity_statistics","4","0x80dc","0x4","int32_t","recent_jobs[MakeToy].by_material[JADE]","",""
"entity_activity_statistics","4","0x80e0","0x4","int32_t","recent_jobs[MakeToy].by_material[HORN]","",""
"entity_activity_statistics","4","0x80e4","0x4","int32_t","recent_jobs[MakeToy].by_material[AMBER]","",""
"entity_activity_statistics","4","0x80e8","0x4","int32_t","recent_jobs[MakeToy].by_material[CORAL]","",""
"entity_activity_statistics","4","0x80ec","0x4","int32_t","recent_jobs[MakeToy].by_material[PEARL]","",""
"entity_activity_statistics","4","0x80f0","0x4","int32_t","recent_jobs[MakeToy].by_material[SHELL]","",""
"entity_activity_statistics","4","0x80f4","0x4","int32_t","recent_jobs[MakeToy].by_material[LEATHER]","",""
"entity_activity_statistics","4","0x80f8","0x4","int32_t","recent_jobs[MakeToy].by_material[ADAMANTINE]","",""
"entity_activity_statistics","4","0x80fc","0x4","int32_t","recent_jobs[MakeToy].by_material[SILK]","",""
"entity_activity_statistics","4","0x8100","0x4","int32_t","recent_jobs[MakeToy].by_material[PLANT]","",""
"entity_activity_statistics","4","0x8104","0x4","int32_t","recent_jobs[MakeToy].by_material[GLASS_GREEN]","",""
"entity_activity_statistics","4","0x8108","0x4","int32_t","recent_jobs[MakeToy].by_material[GLASS_CLEAR]","",""
"entity_activity_statistics","4","0x810c","0x4","int32_t","recent_jobs[MakeToy].by_material[GLASS_CRYSTAL]","",""
"entity_activity_statistics","4","0x8110","0x4","int32_t","recent_jobs[MakeToy].by_material[SAND]","",""
"entity_activity_statistics","4","0x8114","0x4","int32_t","recent_jobs[MakeToy].by_material[WATER]","",""
"entity_activity_statistics","4","0x8118","0x4","int32_t","recent_jobs[MakeToy].by_material[ZINC]","",""
"entity_activity_statistics","4","0x811c","0x4","int32_t","recent_jobs[MakeToy].by_material[TIN]","",""
"entity_activity_statistics","4","0x8120","0x4","int32_t","recent_jobs[MakeToy].by_material[COAL]","",""
"entity_activity_statistics","4","0x8124","0x4","int32_t","recent_jobs[MakeToy].by_material[BRONZE]","",""
"entity_activity_statistics","4","0x8128","0x4","int32_t","recent_jobs[MakeToy].by_material[BRASS]","",""
"entity_activity_statistics","4","0x812c","0x4","int32_t","recent_jobs[MakeToy].by_material[STEEL]","",""
"entity_activity_statistics","4","0x8130","0x4","int32_t","recent_jobs[MakeToy].by_material[PIGIRON]","",""
"entity_activity_statistics","4","0x8134","0x4","int32_t","recent_jobs[MakeToy].by_material[PLATINUM]","",""
"entity_activity_statistics","4","0x8138","0x4","int32_t","recent_jobs[MakeToy].by_material[ELECTRUM]","",""
"entity_activity_statistics","4","0x813c","0x4","int32_t","recent_jobs[MakeToy].by_material[POTASH]","",""
"entity_activity_statistics","4","0x8140","0x4","int32_t","recent_jobs[MakeToy].by_material[ASH]","",""
"entity_activity_statistics","4","0x8144","0x4","int32_t","recent_jobs[MakeToy].by_material[PEARLASH]","",""
"entity_activity_statistics","4","0x8148","0x4","int32_t","recent_jobs[MakeToy].by_material[LYE]","",""
"entity_activity_statistics","4","0x814c","0x4","int32_t","recent_jobs[MakeToy].by_material[RENDERED_FAT]","",""
"entity_activity_statistics","4","0x8150","0x4","int32_t","recent_jobs[MakeToy].by_material[SOAP_ANIMAL]","",""
"entity_activity_statistics","4","0x8154","0x4","int32_t","recent_jobs[MakeToy].by_material[FAT]","",""
"entity_activity_statistics","4","0x8158","0x4","int32_t","recent_jobs[MakeToy].by_material[MUD]","",""
"entity_activity_statistics","4","0x815c","0x4","int32_t","recent_jobs[MakeToy].by_material[VOMIT]","",""
"entity_activity_statistics","4","0x8160","0x4","int32_t","recent_jobs[MakeToy].by_material[BLOOD]","",""
"entity_activity_statistics","4","0x8164","0x4","int32_t","recent_jobs[MakeToy].by_material[SLIME]","",""
"entity_activity_statistics","4","0x8168","0x4","int32_t","recent_jobs[MakeToy].by_material[49]","",""
"entity_activity_statistics","4","0x816c","0x4","int32_t","recent_jobs[MakeToy].by_material[50]","",""
"entity_activity_statistics","4","0x8170","0x4","int32_t","recent_jobs[MakeToy].by_material[51]","",""
"entity_activity_statistics","4","0x8174","0x4","int32_t","recent_jobs[MakeToy].by_material[52]","",""
"entity_activity_statistics","4","0x8178","0x4","int32_t","recent_jobs[MakeToy].by_material[53]","",""
"entity_activity_statistics","4","0x817c","0x4","int32_t","recent_jobs[MakeToy].by_material[54]","",""
"entity_activity_statistics","4","0x8180","0x4","int32_t","recent_jobs[MakeToy].by_material[55]","",""
"entity_activity_statistics","4","0x8184","0x4","int32_t","recent_jobs[MakeToy].by_material[56]","",""
"entity_activity_statistics","4","0x8188","0x4","int32_t","recent_jobs[MakeToy].by_material[57]","",""
"entity_activity_statistics","4","0x818c","0x4","int32_t","recent_jobs[MakeToy].by_material[58]","",""
"entity_activity_statistics","4","0x8190","0x4","int32_t","recent_jobs[MakeToy].by_material[59]","",""
"entity_activity_statistics","4","0x8194","0x4","int32_t","recent_jobs[MakeToy].by_material[60]","",""
"entity_activity_statistics","4","0x8198","0x4","int32_t","recent_jobs[MakeToy].by_material[61]","",""
"entity_activity_statistics","4","0x819c","0x4","int32_t","recent_jobs[MakeToy].by_material[62]","",""
"entity_activity_statistics","4","0x81a0","0x4","int32_t","recent_jobs[MakeToy].by_material[63]","",""
"entity_activity_statistics","3","0x81a4","0x4","int32_t","recent_jobs[MakeToy].no_material","",""
"entity_activity_statistics","3","0x81a8","0x4","int32_t","recent_jobs[MakeToy].total","",""
"entity_activity_statistics","3","0x81ac","0x100","static-array","recent_jobs[MakeAnimalTrap].by_material","int32_t",""
"entity_activity_statistics","4","0x81ac","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[WOOD]","",""
"entity_activity_statistics","4","0x81b0","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[STONE_GRAY]","",""
"entity_activity_statistics","4","0x81b4","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[STONE_LIGHT]","",""
"entity_activity_statistics","4","0x81b8","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[STONE_DARK]","",""
"entity_activity_statistics","4","0x81bc","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[GOLD]","",""
"entity_activity_statistics","4","0x81c0","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[IRON]","",""
"entity_activity_statistics","4","0x81c4","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[SILVER]","",""
"entity_activity_statistics","4","0x81c8","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[COPPER]","",""
"entity_activity_statistics","4","0x81cc","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[GEM_ORNAMENTAL]","",""
"entity_activity_statistics","4","0x81d0","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[GEM_SEMI]","",""
"entity_activity_statistics","4","0x81d4","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[GEM_PRECIOUS]","",""
"entity_activity_statistics","4","0x81d8","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[GEM_RARE]","",""
"entity_activity_statistics","4","0x81dc","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[BONE]","",""
"entity_activity_statistics","4","0x81e0","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[IVORY]","",""
"entity_activity_statistics","4","0x81e4","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[JADE]","",""
"entity_activity_statistics","4","0x81e8","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[HORN]","",""
"entity_activity_statistics","4","0x81ec","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[AMBER]","",""
"entity_activity_statistics","4","0x81f0","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[CORAL]","",""
"entity_activity_statistics","4","0x81f4","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[PEARL]","",""
"entity_activity_statistics","4","0x81f8","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[SHELL]","",""
"entity_activity_statistics","4","0x81fc","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[LEATHER]","",""
"entity_activity_statistics","4","0x8200","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[ADAMANTINE]","",""
"entity_activity_statistics","4","0x8204","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[SILK]","",""
"entity_activity_statistics","4","0x8208","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[PLANT]","",""
"entity_activity_statistics","4","0x820c","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[GLASS_GREEN]","",""
"entity_activity_statistics","4","0x8210","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[GLASS_CLEAR]","",""
"entity_activity_statistics","4","0x8214","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[GLASS_CRYSTAL]","",""
"entity_activity_statistics","4","0x8218","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[SAND]","",""
"entity_activity_statistics","4","0x821c","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[WATER]","",""
"entity_activity_statistics","4","0x8220","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[ZINC]","",""
"entity_activity_statistics","4","0x8224","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[TIN]","",""
"entity_activity_statistics","4","0x8228","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[COAL]","",""
"entity_activity_statistics","4","0x822c","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[BRONZE]","",""
"entity_activity_statistics","4","0x8230","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[BRASS]","",""
"entity_activity_statistics","4","0x8234","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[STEEL]","",""
"entity_activity_statistics","4","0x8238","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[PIGIRON]","",""
"entity_activity_statistics","4","0x823c","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[PLATINUM]","",""
"entity_activity_statistics","4","0x8240","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[ELECTRUM]","",""
"entity_activity_statistics","4","0x8244","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[POTASH]","",""
"entity_activity_statistics","4","0x8248","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[ASH]","",""
"entity_activity_statistics","4","0x824c","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[PEARLASH]","",""
"entity_activity_statistics","4","0x8250","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[LYE]","",""
"entity_activity_statistics","4","0x8254","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[RENDERED_FAT]","",""
"entity_activity_statistics","4","0x8258","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[SOAP_ANIMAL]","",""
"entity_activity_statistics","4","0x825c","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[FAT]","",""
"entity_activity_statistics","4","0x8260","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[MUD]","",""
"entity_activity_statistics","4","0x8264","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[VOMIT]","",""
"entity_activity_statistics","4","0x8268","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[BLOOD]","",""
"entity_activity_statistics","4","0x826c","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[SLIME]","",""
"entity_activity_statistics","4","0x8270","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[49]","",""
"entity_activity_statistics","4","0x8274","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[50]","",""
"entity_activity_statistics","4","0x8278","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[51]","",""
"entity_activity_statistics","4","0x827c","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[52]","",""
"entity_activity_statistics","4","0x8280","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[53]","",""
"entity_activity_statistics","4","0x8284","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[54]","",""
"entity_activity_statistics","4","0x8288","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[55]","",""
"entity_activity_statistics","4","0x828c","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[56]","",""
"entity_activity_statistics","4","0x8290","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[57]","",""
"entity_activity_statistics","4","0x8294","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[58]","",""
"entity_activity_statistics","4","0x8298","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[59]","",""
"entity_activity_statistics","4","0x829c","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[60]","",""
"entity_activity_statistics","4","0x82a0","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[61]","",""
"entity_activity_statistics","4","0x82a4","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[62]","",""
"entity_activity_statistics","4","0x82a8","0x4","int32_t","recent_jobs[MakeAnimalTrap].by_material[63]","",""
"entity_activity_statistics","3","0x82ac","0x4","int32_t","recent_jobs[MakeAnimalTrap].no_material","",""
"entity_activity_statistics","3","0x82b0","0x4","int32_t","recent_jobs[MakeAnimalTrap].total","",""
"entity_activity_statistics","3","0x82b4","0x100","static-array","recent_jobs[MakeBarrel].by_material","int32_t",""
"entity_activity_statistics","4","0x82b4","0x4","int32_t","recent_jobs[MakeBarrel].by_material[WOOD]","",""
"entity_activity_statistics","4","0x82b8","0x4","int32_t","recent_jobs[MakeBarrel].by_material[STONE_GRAY]","",""
"entity_activity_statistics","4","0x82bc","0x4","int32_t","recent_jobs[MakeBarrel].by_material[STONE_LIGHT]","",""
"entity_activity_statistics","4","0x82c0","0x4","int32_t","recent_jobs[MakeBarrel].by_material[STONE_DARK]","",""
"entity_activity_statistics","4","0x82c4","0x4","int32_t","recent_jobs[MakeBarrel].by_material[GOLD]","",""
"entity_activity_statistics","4","0x82c8","0x4","int32_t","recent_jobs[MakeBarrel].by_material[IRON]","",""
"entity_activity_statistics","4","0x82cc","0x4","int32_t","recent_jobs[MakeBarrel].by_material[SILVER]","",""
"entity_activity_statistics","4","0x82d0","0x4","int32_t","recent_jobs[MakeBarrel].by_material[COPPER]","",""
"entity_activity_statistics","4","0x82d4","0x4","int32_t","recent_jobs[MakeBarrel].by_material[GEM_ORNAMENTAL]","",""
"entity_activity_statistics","4","0x82d8","0x4","int32_t","recent_jobs[MakeBarrel].by_material[GEM_SEMI]","",""
"entity_activity_statistics","4","0x82dc","0x4","int32_t","recent_jobs[MakeBarrel].by_material[GEM_PRECIOUS]","",""
"entity_activity_statistics","4","0x82e0","0x4","int32_t","recent_jobs[MakeBarrel].by_material[GEM_RARE]","",""
"entity_activity_statistics","4","0x82e4","0x4","int32_t","recent_jobs[MakeBarrel].by_material[BONE]","",""
"entity_activity_statistics","4","0x82e8","0x4","int32_t","recent_jobs[MakeBarrel].by_material[IVORY]","",""
"entity_activity_statistics","4","0x82ec","0x4","int32_t","recent_jobs[MakeBarrel].by_material[JADE]","",""
"entity_activity_statistics","4","0x82f0","0x4","int32_t","recent_jobs[MakeBarrel].by_material[HORN]","",""
"entity_activity_statistics","4","0x82f4","0x4","int32_t","recent_jobs[MakeBarrel].by_material[AMBER]","",""
"entity_activity_statistics","4","0x82f8","0x4","int32_t","recent_jobs[MakeBarrel].by_material[CORAL]","",""
"entity_activity_statistics","4","0x82fc","0x4","int32_t","recent_jobs[MakeBarrel].by_material[PEARL]","",""
"entity_activity_statistics","4","0x8300","0x4","int32_t","recent_jobs[MakeBarrel].by_material[SHELL]","",""
"entity_activity_statistics","4","0x8304","0x4","int32_t","recent_jobs[MakeBarrel].by_material[LEATHER]","",""
"entity_activity_statistics","4","0x8308","0x4","int32_t","recent_jobs[MakeBarrel].by_material[ADAMANTINE]","",""
"entity_activity_statistics","4","0x830c","0x4","int32_t","recent_jobs[MakeBarrel].by_material[SILK]","",""
"entity_activity_statistics","4","0x8310","0x4","int32_t","recent_jobs[MakeBarrel].by_material[PLANT]","",""
"entity_activity_statistics","4","0x8314","0x4","int32_t","recent_jobs[MakeBarrel].by_material[GLASS_GREEN]","",""
"entity_activity_statistics","4","0x8318","0x4","int32_t","recent_jobs[MakeBarrel].by_material[GLASS_CLEAR]","",""
"entity_activity_statistics","4","0x831c","0x4","int32_t","recent_jobs[MakeBarrel].by_material[GLASS_CRYSTAL]","",""
"entity_activity_statistics","4","0x8320","0x4","int32_t","recent_jobs[MakeBarrel].by_material[SAND]","",""
"entity_activity_statistics","4","0x8324","0x4","int32_t","recent_jobs[MakeBarrel].by_material[WATER]","",""
"entity_activity_statistics","4","0x8328","0x4","int32_t","recent_jobs[MakeBarrel].by_material[ZINC]","",""
"entity_activity_statistics","4","0x832c","0x4","int32_t","recent_jobs[MakeBarrel].by_material[TIN]","",""
"entity_activity_statistics","4","0x8330","0x4","int32_t","recent_jobs[MakeBarrel].by_material[COAL]","",""
"entity_activity_statistics","4","0x8334","0x4","int32_t","recent_jobs[MakeBarrel].by_material[BRONZE]","",""
"entity_activity_statistics","4","0x8338","0x4","int32_t","recent_jobs[MakeBarrel].by_material[BRASS]","",""
"entity_activity_statistics","4","0x833c","0x4","int32_t","recent_jobs[MakeBarrel].by_material[STEEL]","",""
"entity_activity_statistics","4","0x8340","0x4","int32_t","recent_jobs[MakeBarrel].by_material[PIGIRON]","",""
"entity_activity_statistics","4","0x8344","0x4","int32_t","recent_jobs[MakeBarrel].by_material[PLATINUM]","",""
"entity_activity_statistics","4","0x8348","0x4","int32_t","recent_jobs[MakeBarrel].by_material[ELECTRUM]","",""
"entity_activity_statistics","4","0x834c","0x4","int32_t","recent_jobs[MakeBarrel].by_material[POTASH]","",""
"entity_activity_statistics","4","0x8350","0x4","int32_t","recent_jobs[MakeBarrel].by_material[ASH]","",""
"entity_activity_statistics","4","0x8354","0x4","int32_t","recent_jobs[MakeBarrel].by_material[PEARLASH]","",""
"entity_activity_statistics","4","0x8358","0x4","int32_t","recent_jobs[MakeBarrel].by_material[LYE]","",""
"entity_activity_statistics","4","0x835c","0x4","int32_t","recent_jobs[MakeBarrel].by_material[RENDERED_FAT]","",""
"entity_activity_statistics","4","0x8360","0x4","int32_t","recent_jobs[MakeBarrel].by_material[SOAP_ANIMAL]","",""
"entity_activity_statistics","4","0x8364","0x4","int32_t","recent_jobs[MakeBarrel].by_material[FAT]","",""
"entity_activity_statistics","4","0x8368","0x4","int32_t","recent_jobs[MakeBarrel].by_material[MUD]","",""
"entity_activity_statistics","4","0x836c","0x4","int32_t","recent_jobs[MakeBarrel].by_material[VOMIT]","",""
"entity_activity_statistics","4","0x8370","0x4","int32_t","recent_jobs[MakeBarrel].by_material[BLOOD]","",""
"entity_activity_statistics","4","0x8374","0x4","int32_t","recent_jobs[MakeBarrel].by_material[SLIME]","",""
"entity_activity_statistics","4","0x8378","0x4","int32_t","recent_jobs[MakeBarrel].by_material[49]","",""
"entity_activity_statistics","4","0x837c","0x4","int32_t","recent_jobs[MakeBarrel].by_material[50]","",""
"entity_activity_statistics","4","0x8380","0x4","int32_t","recent_jobs[MakeBarrel].by_material[51]","",""
"entity_activity_statistics","4","0x8384","0x4","int32_t","recent_jobs[MakeBarrel].by_material[52]","",""
"entity_activity_statistics","4","0x8388","0x4","int32_t","recent_jobs[MakeBarrel].by_material[53]","",""
